Unnamed: 0,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
162,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 06:50:12,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:00:12,9,13,RWER1,SSRL,0,P
163,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 07:00:12,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:17:00,16,13,RWER3,SSRL,1,P
164,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 07:17:00,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:47:30,30,13,RWER3,SSRL,1,P
165,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 07:47:30,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:57:18,9,13,RWER3,SSRL,1,P
166,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 07:57:18,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 08:45:54,48,13,RWER3,SSRL,1,P
167,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 08:51:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 08:53:42,2,13,RWER8,Co-RL,0,P
168,Visit Guide peer page,PHASE #3 ACT,2025-08-11 09:44:42,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 09:47:42,3,13,RWER15,Co-RL,1,P
169,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 10:15:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 10:27:24,12,13,2.1 VISIT_FEEDBACK,SRL,0,S
170,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 11:49:30,1209d174-efe1-4842-8308-1597d065628f,,87138,13,1.1 VISIT_SELF_ASSESS,SSRL,0,S
171,Post reply to feedback,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,260,14,2.2 POST_REPLY,Co-RL,0,S
172,Post reply to feedback,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 15:30:12,254821,14,2.2 POST_REPLY,Co-RL,0,S
173,Visit Guide peer page,PHASE #3 ACT,2025-08-11 15:45:06,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 16:36:18,51,15,RWER15,Co-RL,1,P
174,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 16:43:18,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 17:01:42,18,15,2.1 VISIT_FEEDBACK,SRL,0,S
175,Visit Revise the work page,PHASE #3 ACT,2025-08-11 17:17:06,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 17:38:12,21,15,3.1 VISIT_REVISION,SRL,0,S
176,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 17:56:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 18:08:30,11,15,1.1 VISIT_SELF_ASSESS,SSRL,0,S
177,Visit Revise the work page,PHASE #3 ACT,2025-08-11 18:18:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 18:41:06,22,15,3.1 VISIT_REVISION,SRL,0,S
178,Visit Revise the work page,PHASE #3 ACT,2025-08-11 20:10:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 20:17:18,6,15,3.1 VISIT_REVISION,SRL,0,S
179,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 22:54:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 23:00:18,5,15,2.1 VISIT_FEEDBACK,SRL,0,S
180,Create learning action,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,7,15,2.3 CREATE_ACTION,SRL,0,S
181,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,27,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
182,Create learning action,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,4,15,2.3 CREATE_ACTION,SRL,0,S
183,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,17,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
185,Create learning action,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,10,15,2.3 CREATE_ACTION,SRL,0,S
186,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,16,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
187,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,17,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
189,Create learning action,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,4,15,2.3 CREATE_ACTION,SRL,0,S
190,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,21,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
191,Visit Guide peer page,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,12,15,RWER15,Co-RL,1,P
192,Visit Check the feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,28,15,2.1 VISIT_FEEDBACK,SRL,0,S
193,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,21,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
194,Post reply to feedback,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,447,16,2.2 POST_REPLY,Co-RL,0,S
195,Post reply to feedback,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:23:24,136,16,2.2 POST_REPLY,Co-RL,0,S
196,Post reply to feedback,PHASE #2 DISCUSS,2025-08-11 01:23:24,1209d174-efe1-4842-8308-1597d065628f,,20922,16,2.2 POST_REPLY,Co-RL,0,S
197,Visit Check the feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,3,17,2.1 VISIT_FEEDBACK,SRL,0,S
198,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,31,17,2.4 VIEW_OWN_ACTIONS,SRL,0,S
199,Visit Check the feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,5,17,2.1 VISIT_FEEDBACK,SRL,0,S
200,Visit Check the feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,9,17,2.1 VISIT_FEEDBACK,SRL,0,S
201,Visit Check the feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,5,17,2.1 VISIT_FEEDBACK,SRL,0,S
202,Visit Guide peer page,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,7,17,RWER15,Co-RL,1,P
203,Visit Guide peer page,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,46,17,RWER15,Co-RL,1,P
204,View peer action comments in phase 3,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,20,17,RWER16,Co-RL,0,P
205,View peer action comments in phase 3,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,55,17,RWER16,Co-RL,0,P
206,Discuss peer actions during revisions,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,38,17,RWER17,Co-RL,0,P
207,View peer action comments in phase 3,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,39,17,RWER16,Co-RL,0,P
208,Discuss peer actions during revisions,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,68,17,RWER17,Co-RL,0,P
209,View peer action comments in phase 3,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,29,17,RWER16,Co-RL,0,P
210,Discuss peer actions during revisions,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,71,17,RWER17,Co-RL,0,P
211,View peer action comments in phase 3,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,38,17,RWER16,Co-RL,0,P
212,View peer action comments in phase 3,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,8,17,RWER16,Co-RL,0,P
213,View peer action comments in phase 3,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 00:11:54,70,17,RWER16,Co-RL,0,P
214,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 00:11:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:00:30,48,17,RWER16,Co-RL,0,P
215,Discuss peer actions during revisions,PHASE #3 ACT,2025-08-11 01:00:30,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:11:36,11,17,RWER17,Co-RL,0,P
216,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 01:11:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:15:24,3,17,RWER16,Co-RL,0,P
217,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 01:15:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:20:06,4,17,RWER16,Co-RL,0,P
218,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 01:20:06,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:27:48,7,17,RWER16,Co-RL,0,P
219,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 01:27:48,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:29:12,1,17,RWER16,Co-RL,0,P
220,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 01:29:12,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:43:18,14,17,RWER16,Co-RL,0,P
221,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 01:45:48,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 01:51:24,5,17,RWER8,Co-RL,0,P
222,Visit Guide peer page,PHASE #3 ACT,2025-08-11 01:57:48,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 02:08:06,10,17,RWER15,Co-RL,1,P
223,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 02:12:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 02:26:06,13,17,2.1 VISIT_FEEDBACK,SRL,0,S
224,Visit Revise the work page,PHASE #3 ACT,2025-08-11 02:27:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 02:35:42,7,17,3.1 VISIT_REVISION,SRL,0,S
225,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 02:35:42,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:24:24,48,17,3.2 VIEW_ACTIONS,SRL,1,S
226,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 03:31:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 04:29:54,58,17,1.1 VISIT_SELF_ASSESS,SSRL,0,S
227,Visit Revise the work page,PHASE #3 ACT,2025-08-11 04:49:48,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 04:57:06,7,17,3.1 VISIT_REVISION,SRL,0,S
228,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 04:58:48,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 05:05:48,6,17,2.1 VISIT_FEEDBACK,SRL,0,S
229,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 05:05:48,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 05:32:36,26,17,2.4 VIEW_OWN_ACTIONS,SRL,0,S
230,Visit Guide peer page,PHASE #3 ACT,2025-08-11 06:21:12,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 06:39:12,17,17,RWER15,Co-RL,1,P
231,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 06:39:12,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 06:41:42,2,17,RWER16,Co-RL,0,P
232,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 06:41:42,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 06:50:30,8,17,RWER16,Co-RL,0,P
233,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 06:50:30,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:00:24,9,17,RWER16,Co-RL,0,P
234,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 07:00:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:02:00,1,17,RWER16,Co-RL,0,P
235,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 07:02:00,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:06:42,4,17,RWER16,Co-RL,0,P
236,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 07:06:42,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:08:24,1,17,RWER16,Co-RL,0,P
237,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 07:08:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:10:30,2,17,RWER16,Co-RL,0,P
238,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 07:10:30,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:17:30,6,17,RWER16,Co-RL,0,P
239,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 07:25:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 07:46:36,20,17,RWER8,Co-RL,0,P
240,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 07:50:42,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 08:01:06,10,17,RWER8,Co-RL,0,P
241,Visit Guide peer page,PHASE #3 ACT,2025-08-11 08:03:42,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 10:58:36,174,17,RWER15,Co-RL,1,P
242,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 01:47:18,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 02:23:12,35,18,2.1 VISIT_FEEDBACK,SRL,0,S
243,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 02:28:30,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 02:30:48,2,18,2.1 VISIT_FEEDBACK,SRL,0,S
244,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 02:30:48,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:10:12,39,18,2.4 VIEW_OWN_ACTIONS,SRL,0,S
245,Visit Guide peer page,PHASE #3 ACT,2025-08-11 03:13:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:17:36,4,18,RWER15,Co-RL,1,P
246,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:17:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:20:12,2,18,RWER16,Co-RL,0,P
247,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:20:12,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:21:24,1,18,RWER16,Co-RL,0,P
248,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:21:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:23:30,2,18,RWER16,Co-RL,0,P
249,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:23:30,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:27:24,3,18,RWER16,Co-RL,0,P
250,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:27:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:28:30,1,18,RWER16,Co-RL,0,P
251,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:28:30,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:30:00,1,18,RWER16,Co-RL,0,P
252,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:30:00,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:31:54,1,18,RWER16,Co-RL,0,P
253,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:31:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:33:42,1,18,RWER16,Co-RL,0,P
254,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:33:42,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:35:54,2,18,RWER16,Co-RL,0,P
255,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:35:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:37:36,1,18,RWER16,Co-RL,0,P
256,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 03:37:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 03:40:30,2,18,RWER16,Co-RL,0,P
257,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 17:08:54,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 17:11:12,2,18,RWER8,Co-RL,0,P
258,Visit Guide peer page,PHASE #3 ACT,2025-08-11 17:15:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 17:22:24,6,18,RWER15,Co-RL,1,P
259,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 17:30:18,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 09:32:00,600721,18,2.1 VISIT_FEEDBACK,SRL,0,S
260,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 09:36:12,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 09:38:54,2,19,2.1 VISIT_FEEDBACK,SRL,0,S
261,Visit Revise the work page,PHASE #3 ACT,2025-08-11 09:42:06,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 09:46:18,4,19,3.1 VISIT_REVISION,SRL,0,S
262,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 09:49:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 09:53:42,4,19,2.1 VISIT_FEEDBACK,SRL,0,S
263,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 10:06:00,1209d174-efe1-4842-8308-1597d065628f,,553642,19,2.1 VISIT_FEEDBACK,SRL,0,S
264,Visit Guide peer page,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,5,20,RWER15,Co-RL,1,P
265,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 10:24:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 10:27:18,2,21,2.1 VISIT_FEEDBACK,SRL,0,S
266,Visit Revise the work page,PHASE #3 ACT,2025-08-11 10:37:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 10:39:24,1,21,3.1 VISIT_REVISION,SRL,0,S
267,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 10:43:24,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 10:45:12,1,21,2.1 VISIT_FEEDBACK,SRL,0,S
268,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 11:10:36,1209d174-efe1-4842-8308-1597d065628f,2025-08-11 11:13:18,2,21,RWER8,Co-RL,0,P
269,Visit Guide peer page,PHASE #3 ACT,,1209d174-efe1-4842-8308-1597d065628f,,42,22,RWER15,Co-RL,1,P
270,Visit Provide feedback page,PHASE #2 DISCUSS,,1209d174-efe1-4842-8308-1597d065628f,,3,22,RWER8,Co-RL,0,P
271,Visit Assess peer work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,31,25,RWER1,SSRL,0,P
272,Visit Assess peer work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,27,25,RWER1,SSRL,0,P
273,Visit Assess peer work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,41,25,RWER1,SSRL,0,P
274,Visit Assess peer work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 18:22:24,4725,25,RWER1,SSRL,0,P
275,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 18:41:06,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,2209,26,RWER1,SSRL,0,P
276,Visit Assess peer work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,2514,27,RWER1,SSRL,0,P
277,Make peer assessment,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,18,28,RWER2,SSRL,0,P
278,Make peer assessment,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,11,28,RWER2,SSRL,0,P
279,Make peer assessment,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,13,28,RWER2,SSRL,0,P
280,Make peer assessment,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,15,28,RWER2,SSRL,0,P
281,Make peer assessment,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,187,28,RWER2,SSRL,0,P
282,Compare scores for peers' work,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,129,28,RWER3,SSRL,1,P
283,Create quick note,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,17,28,RWER6,SSRL,0,P
284,Create quick note,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,11,28,RWER6,SSRL,0,P
285,Create quick note,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,19,28,RWER6,SSRL,0,P
286,Create quick note,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,13,28,RWER6,SSRL,0,P
287,Visit Provide feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,28,28,RWER8,Co-RL,0,P
288,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,245,28,RWER10,SSRL,1,P
289,Post feedback,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,118,28,RWER9,Co-RL,0,P
290,Post feedback,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,9,28,RWER9,Co-RL,0,P
291,Update note status,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 03:13:54,414,28,RWER11,SSRL,0,P
292,Post feedback,PHASE #2 DISCUSS,2025-08-11 03:13:54,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 03:45:18,31,28,RWER9,Co-RL,0,P
293,Update note status,PHASE #2 DISCUSS,2025-08-11 03:45:18,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 12:43:18,537,28,RWER11,SSRL,0,P
294,Post feedback,PHASE #2 DISCUSS,2025-08-11 12:43:18,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 13:09:30,26,28,RWER9,Co-RL,0,P
295,Update note status,PHASE #2 DISCUSS,2025-08-11 13:09:30,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 15:33:00,143,28,RWER11,SSRL,0,P
296,Post feedback,PHASE #2 DISCUSS,2025-08-11 15:33:00,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 15:46:06,13,28,RWER9,Co-RL,0,P
297,Update note status,PHASE #2 DISCUSS,2025-08-11 15:46:06,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,112740,28,RWER11,SSRL,0,P
298,Visit Provide feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,49,29,RWER8,Co-RL,0,P
299,Visit Provide feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,1112,29,RWER8,Co-RL,0,P
300,Visit Assess peer work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,12,30,RWER1,SSRL,0,P
301,Compare scores for peers' work,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,33,30,RWER3,SSRL,1,P
302,Compare scores for peers' work,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 03:34:24,493,30,RWER3,SSRL,1,P
303,Make peer assessment,PHASE #1 ALIGN,2025-08-11 03:34:24,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 03:43:36,9,30,RWER2,SSRL,0,P
304,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 03:43:36,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 20:28:54,1005,30,RWER3,SSRL,1,P
305,Make peer assessment,PHASE #1 ALIGN,2025-08-11 20:28:54,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 20:57:54,29,31,RWER2,SSRL,0,P
306,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 20:57:54,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,302,31,RWER3,SSRL,1,P
307,Make peer assessment,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,15,31,RWER2,SSRL,0,P
308,Compare scores for peers' work,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,215,31,RWER3,SSRL,1,P
309,Visit Provide feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,23,31,RWER8,Co-RL,0,P
310,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,914,31,RWER10,SSRL,1,P
311,Post feedback,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,249,32,RWER9,Co-RL,0,P
312,Post feedback,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 04:44:00,65701,32,RWER9,Co-RL,0,P
313,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 06:04:00,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 06:20:42,16,33,1.1 VISIT_SELF_ASSESS,SSRL,0,S
314,Visit Check the feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,41,34,2.1 VISIT_FEEDBACK,SRL,0,S
315,Visit Check the feedback page,PHASE #2 DISCUSS,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 01:01:36,524,34,2.1 VISIT_FEEDBACK,SRL,0,S
316,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 01:12:42,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 14:42:06,809,34,2.1 VISIT_FEEDBACK,SRL,0,S
317,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 15:03:36,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 15:30:00,26,34,2.1 VISIT_FEEDBACK,SRL,0,S
318,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 15:33:42,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,2025-08-11 15:52:54,19,34,1.1 VISIT_SELF_ASSESS,SSRL,0,S
319,Visit Assess own work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,33,35,1.1 VISIT_SELF_ASSESS,SSRL,0,S
320,Visit Assess own work page,PHASE #1 ALIGN,,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,,43,35,1.1 VISIT_SELF_ASSESS,SSRL,0,S
