,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
170,Visit Assess own work page,PHASE #1 ALIGN,11:49.5,1209d174-efe1-4842-8308-1597d065628f,24:08.3,87138,13,1.1 VISIT_SELF_ASSESS,SSRL,0,S
171,Post reply to feedback,PHASE #2 DISCUSS,24:08.3,1209d174-efe1-4842-8308-1597d065628f,28:28.6,260,14,2.2 POST_REPLY,Co-RL,0,S
172,Post reply to feedback,PHASE #2 DISCUSS,28:28.6,1209d174-efe1-4842-8308-1597d065628f,15:30.2,254821,14,2.2 POST_REPLY,Co-RL,0,S
173,Visit Guide peer page,PHASE #3 ACT,15:45.1,1209d174-efe1-4842-8308-1597d065628f,16:36.3,51,15,RWER15,Co-RL,1,P
174,Visit Check the feedback page,PHASE #2 DISCUSS,16:43.3,1209d174-efe1-4842-8308-1597d065628f,17:01.7,18,15,2.1 VISIT_FEEDBACK,SRL,0,S
175,Visit Revise the work page,PHASE #3 ACT,17:17.1,1209d174-efe1-4842-8308-1597d065628f,17:38.2,21,15,3.1 VISIT_REVISION,SRL,0,S
176,Visit Assess own work page,PHASE #1 ALIGN,17:56.9,1209d174-efe1-4842-8308-1597d065628f,18:08.5,11,15,1.1 VISIT_SELF_ASSESS,SSRL,0,S
177,Visit Revise the work page,PHASE #3 ACT,18:18.9,1209d174-efe1-4842-8308-1597d065628f,18:41.1,22,15,3.1 VISIT_REVISION,SRL,0,S
178,Visit Revise the work page,PHASE #3 ACT,20:10.4,1209d174-efe1-4842-8308-1597d065628f,20:17.3,6,15,3.1 VISIT_REVISION,SRL,0,S
179,Visit Check the feedback page,PHASE #2 DISCUSS,22:54.6,1209d174-efe1-4842-8308-1597d065628f,23:00.3,5,15,2.1 VISIT_FEEDBACK,SRL,0,S
180,Create learning action,PHASE #2 DISCUSS,27:15.3,1209d174-efe1-4842-8308-1597d065628f,27:22.8,7,15,2.3 CREATE_ACTION,SRL,0,S
181,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,27:22.8,1209d174-efe1-4842-8308-1597d065628f,27:50.3,27,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
182,Create learning action,PHASE #2 DISCUSS,30:33.8,1209d174-efe1-4842-8308-1597d065628f,30:38.3,4,15,2.3 CREATE_ACTION,SRL,0,S
183,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,30:38.3,1209d174-efe1-4842-8308-1597d065628f,30:55.6,17,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
185,Create learning action,PHASE #2 DISCUSS,34:20.7,1209d174-efe1-4842-8308-1597d065628f,34:31.7,10,15,2.3 CREATE_ACTION,SRL,0,S
186,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,34:31.7,1209d174-efe1-4842-8308-1597d065628f,34:48.2,16,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
187,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,35:32.4,1209d174-efe1-4842-8308-1597d065628f,35:49.5,17,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
189,Create learning action,PHASE #2 DISCUSS,43:06.5,1209d174-efe1-4842-8308-1597d065628f,43:11.2,4,15,2.3 CREATE_ACTION,SRL,0,S
190,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,43:11.2,1209d174-efe1-4842-8308-1597d065628f,43:33.1,21,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
191,Visit Guide peer page,PHASE #3 ACT,43:49.1,1209d174-efe1-4842-8308-1597d065628f,44:01.4,12,15,RWER15,Co-RL,1,P
192,Visit Check the feedback page,PHASE #2 DISCUSS,44:31.4,1209d174-efe1-4842-8308-1597d065628f,44:59.5,28,15,2.1 VISIT_FEEDBACK,SRL,0,S
193,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,44:59.5,1209d174-efe1-4842-8308-1597d065628f,45:21.3,21,15,2.4 VIEW_OWN_ACTIONS,SRL,0,S
194,Post reply to feedback,PHASE #2 DISCUSS,51:39.1,1209d174-efe1-4842-8308-1597d065628f,59:06.8,447,16,2.2 POST_REPLY,Co-RL,0,S
195,Post reply to feedback,PHASE #2 DISCUSS,59:06.8,1209d174-efe1-4842-8308-1597d065628f,01:23.4,136,16,2.2 POST_REPLY,Co-RL,0,S
196,Post reply to feedback,PHASE #2 DISCUSS,01:23.4,1209d174-efe1-4842-8308-1597d065628f,50:05.5,20922,16,2.2 POST_REPLY,Co-RL,0,S
197,Visit Check the feedback page,PHASE #2 DISCUSS,50:05.5,1209d174-efe1-4842-8308-1597d065628f,50:09.0,3,17,2.1 VISIT_FEEDBACK,SRL,0,S
198,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,50:09.0,1209d174-efe1-4842-8308-1597d065628f,50:40.9,31,17,2.4 VIEW_OWN_ACTIONS,SRL,0,S
199,Visit Check the feedback page,PHASE #2 DISCUSS,50:40.9,1209d174-efe1-4842-8308-1597d065628f,50:46.0,5,17,2.1 VISIT_FEEDBACK,SRL,0,S
200,Visit Check the feedback page,PHASE #2 DISCUSS,51:33.3,1209d174-efe1-4842-8308-1597d065628f,51:42.9,9,17,2.1 VISIT_FEEDBACK,SRL,0,S
201,Visit Check the feedback page,PHASE #2 DISCUSS,51:42.9,1209d174-efe1-4842-8308-1597d065628f,51:48.8,5,17,2.1 VISIT_FEEDBACK,SRL,0,S
202,Visit Guide peer page,PHASE #3 ACT,51:53.1,1209d174-efe1-4842-8308-1597d065628f,52:00.8,7,17,RWER15,Co-RL,1,P
203,Visit Guide peer page,PHASE #3 ACT,52:05.1,1209d174-efe1-4842-8308-1597d065628f,52:51.5,46,17,RWER15,Co-RL,1,P
204,View peer action comments in phase 3,PHASE #3 ACT,52:51.5,1209d174-efe1-4842-8308-1597d065628f,53:11.7,20,17,RWER16,Co-RL,0,P
205,View peer action comments in phase 3,PHASE #3 ACT,53:11.7,1209d174-efe1-4842-8308-1597d065628f,54:07.0,55,17,RWER16,Co-RL,0,P
206,Discuss peer actions during revisions,PHASE #3 ACT,54:07.0,1209d174-efe1-4842-8308-1597d065628f,54:46.0,38,17,RWER17,Co-RL,0,P
207,View peer action comments in phase 3,PHASE #3 ACT,54:46.0,1209d174-efe1-4842-8308-1597d065628f,55:25.6,39,17,RWER16,Co-RL,0,P
208,Discuss peer actions during revisions,PHASE #3 ACT,55:25.6,1209d174-efe1-4842-8308-1597d065628f,56:33.9,68,17,RWER17,Co-RL,0,P
209,View peer action comments in phase 3,PHASE #3 ACT,56:33.9,1209d174-efe1-4842-8308-1597d065628f,57:03.6,29,17,RWER16,Co-RL,0,P
210,Discuss peer actions during revisions,PHASE #3 ACT,57:03.6,1209d174-efe1-4842-8308-1597d065628f,58:14.7,71,17,RWER17,Co-RL,0,P
211,View peer action comments in phase 3,PHASE #3 ACT,58:14.7,1209d174-efe1-4842-8308-1597d065628f,58:52.7,38,17,RWER16,Co-RL,0,P
212,View peer action comments in phase 3,PHASE #3 ACT,58:52.7,1209d174-efe1-4842-8308-1597d065628f,59:01.2,8,17,RWER16,Co-RL,0,P
213,View peer action comments in phase 3,PHASE #3 ACT,59:01.2,1209d174-efe1-4842-8308-1597d065628f,00:11.9,70,17,RWER16,Co-RL,0,P
214,View peer action comments in phase 3,PHASE #3 ACT,00:11.9,1209d174-efe1-4842-8308-1597d065628f,01:00.5,48,17,RWER16,Co-RL,0,P
215,Discuss peer actions during revisions,PHASE #3 ACT,01:00.5,1209d174-efe1-4842-8308-1597d065628f,01:11.6,11,17,RWER17,Co-RL,0,P
216,View peer action comments in phase 3,PHASE #3 ACT,01:11.6,1209d174-efe1-4842-8308-1597d065628f,01:15.4,3,17,RWER16,Co-RL,0,P
217,View peer action comments in phase 3,PHASE #3 ACT,01:15.4,1209d174-efe1-4842-8308-1597d065628f,01:20.1,4,17,RWER16,Co-RL,0,P
218,View peer action comments in phase 3,PHASE #3 ACT,01:20.1,1209d174-efe1-4842-8308-1597d065628f,01:27.8,7,17,RWER16,Co-RL,0,P
219,View peer action comments in phase 3,PHASE #3 ACT,01:27.8,1209d174-efe1-4842-8308-1597d065628f,01:29.2,1,17,RWER16,Co-RL,0,P
220,View peer action comments in phase 3,PHASE #3 ACT,01:29.2,1209d174-efe1-4842-8308-1597d065628f,01:43.3,14,17,RWER16,Co-RL,0,P
221,Visit Provide feedback page,PHASE #2 DISCUSS,01:45.8,1209d174-efe1-4842-8308-1597d065628f,01:51.4,5,17,RWER8,Co-RL,0,P
222,Visit Guide peer page,PHASE #3 ACT,01:57.8,1209d174-efe1-4842-8308-1597d065628f,02:08.1,10,17,RWER15,Co-RL,1,P
223,Visit Check the feedback page,PHASE #2 DISCUSS,02:12.4,1209d174-efe1-4842-8308-1597d065628f,02:26.1,13,17,2.1 VISIT_FEEDBACK,SRL,0,S
224,Visit Revise the work page,PHASE #3 ACT,02:27.9,1209d174-efe1-4842-8308-1597d065628f,02:35.7,7,17,3.1 VISIT_REVISION,SRL,0,S
225,Click to view planned actions on Revise the work page,PHASE #3 ACT,02:35.7,1209d174-efe1-4842-8308-1597d065628f,03:24.4,48,17,3.2 VIEW_ACTIONS,SRL,1,S
226,Visit Assess own work page,PHASE #1 ALIGN,03:31.9,1209d174-efe1-4842-8308-1597d065628f,04:29.9,58,17,1.1 VISIT_SELF_ASSESS,SSRL,0,S
227,Visit Revise the work page,PHASE #3 ACT,04:49.8,1209d174-efe1-4842-8308-1597d065628f,04:57.1,7,17,3.1 VISIT_REVISION,SRL,0,S
228,Visit Check the feedback page,PHASE #2 DISCUSS,04:58.8,1209d174-efe1-4842-8308-1597d065628f,05:05.8,6,17,2.1 VISIT_FEEDBACK,SRL,0,S
229,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,05:05.8,1209d174-efe1-4842-8308-1597d065628f,05:32.6,26,17,2.4 VIEW_OWN_ACTIONS,SRL,0,S
230,Visit Guide peer page,PHASE #3 ACT,06:21.2,1209d174-efe1-4842-8308-1597d065628f,06:39.2,17,17,RWER15,Co-RL,1,P
231,View peer action comments in phase 3,PHASE #3 ACT,06:39.2,1209d174-efe1-4842-8308-1597d065628f,06:41.7,2,17,RWER16,Co-RL,0,P
232,View peer action comments in phase 3,PHASE #3 ACT,06:41.7,1209d174-efe1-4842-8308-1597d065628f,06:50.5,8,17,RWER16,Co-RL,0,P
233,View peer action comments in phase 3,PHASE #3 ACT,06:50.5,1209d174-efe1-4842-8308-1597d065628f,07:00.4,9,17,RWER16,Co-RL,0,P
234,View peer action comments in phase 3,PHASE #3 ACT,07:00.4,1209d174-efe1-4842-8308-1597d065628f,07:02.0,1,17,RWER16,Co-RL,0,P
235,View peer action comments in phase 3,PHASE #3 ACT,07:02.0,1209d174-efe1-4842-8308-1597d065628f,07:06.7,4,17,RWER16,Co-RL,0,P
236,View peer action comments in phase 3,PHASE #3 ACT,07:06.7,1209d174-efe1-4842-8308-1597d065628f,07:08.4,1,17,RWER16,Co-RL,0,P
237,View peer action comments in phase 3,PHASE #3 ACT,07:08.4,1209d174-efe1-4842-8308-1597d065628f,07:10.5,2,17,RWER16,Co-RL,0,P
238,View peer action comments in phase 3,PHASE #3 ACT,07:10.5,1209d174-efe1-4842-8308-1597d065628f,07:17.5,6,17,RWER16,Co-RL,0,P
239,Visit Provide feedback page,PHASE #2 DISCUSS,07:25.9,1209d174-efe1-4842-8308-1597d065628f,07:46.6,20,17,RWER8,Co-RL,0,P
240,Visit Provide feedback page,PHASE #2 DISCUSS,07:50.7,1209d174-efe1-4842-8308-1597d065628f,08:01.1,10,17,RWER8,Co-RL,0,P
241,Visit Guide peer page,PHASE #3 ACT,08:03.7,1209d174-efe1-4842-8308-1597d065628f,10:58.6,174,17,RWER15,Co-RL,1,P
242,Visit Check the feedback page,PHASE #2 DISCUSS,01:47.3,1209d174-efe1-4842-8308-1597d065628f,02:23.2,35,18,2.1 VISIT_FEEDBACK,SRL,0,S
243,Visit Check the feedback page,PHASE #2 DISCUSS,02:28.5,1209d174-efe1-4842-8308-1597d065628f,02:30.8,2,18,2.1 VISIT_FEEDBACK,SRL,0,S
244,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,02:30.8,1209d174-efe1-4842-8308-1597d065628f,03:10.2,39,18,2.4 VIEW_OWN_ACTIONS,SRL,0,S
245,Visit Guide peer page,PHASE #3 ACT,03:13.4,1209d174-efe1-4842-8308-1597d065628f,03:17.6,4,18,RWER15,Co-RL,1,P
246,View peer action comments in phase 3,PHASE #3 ACT,03:17.6,1209d174-efe1-4842-8308-1597d065628f,03:20.2,2,18,RWER16,Co-RL,0,P
247,View peer action comments in phase 3,PHASE #3 ACT,03:20.2,1209d174-efe1-4842-8308-1597d065628f,03:21.4,1,18,RWER16,Co-RL,0,P
248,View peer action comments in phase 3,PHASE #3 ACT,03:21.4,1209d174-efe1-4842-8308-1597d065628f,03:23.5,2,18,RWER16,Co-RL,0,P
249,View peer action comments in phase 3,PHASE #3 ACT,03:23.5,1209d174-efe1-4842-8308-1597d065628f,03:27.4,3,18,RWER16,Co-RL,0,P
250,View peer action comments in phase 3,PHASE #3 ACT,03:27.4,1209d174-efe1-4842-8308-1597d065628f,03:28.5,1,18,RWER16,Co-RL,0,P
251,View peer action comments in phase 3,PHASE #3 ACT,03:28.5,1209d174-efe1-4842-8308-1597d065628f,03:30.0,1,18,RWER16,Co-RL,0,P
252,View peer action comments in phase 3,PHASE #3 ACT,03:30.0,1209d174-efe1-4842-8308-1597d065628f,03:31.9,1,18,RWER16,Co-RL,0,P
253,View peer action comments in phase 3,PHASE #3 ACT,03:31.9,1209d174-efe1-4842-8308-1597d065628f,03:33.7,1,18,RWER16,Co-RL,0,P
254,View peer action comments in phase 3,PHASE #3 ACT,03:33.7,1209d174-efe1-4842-8308-1597d065628f,03:35.9,2,18,RWER16,Co-RL,0,P
255,View peer action comments in phase 3,PHASE #3 ACT,03:35.9,1209d174-efe1-4842-8308-1597d065628f,03:37.6,1,18,RWER16,Co-RL,0,P
256,View peer action comments in phase 3,PHASE #3 ACT,03:37.6,1209d174-efe1-4842-8308-1597d065628f,03:40.5,2,18,RWER16,Co-RL,0,P
257,Visit Provide feedback page,PHASE #2 DISCUSS,17:08.9,1209d174-efe1-4842-8308-1597d065628f,17:11.2,2,18,RWER8,Co-RL,0,P
258,Visit Guide peer page,PHASE #3 ACT,17:15.4,1209d174-efe1-4842-8308-1597d065628f,17:22.4,6,18,RWER15,Co-RL,1,P
259,Visit Check the feedback page,PHASE #2 DISCUSS,17:30.3,1209d174-efe1-4842-8308-1597d065628f,09:32.0,600721,18,2.1 VISIT_FEEDBACK,SRL,0,S
260,Visit Check the feedback page,PHASE #2 DISCUSS,09:36.2,1209d174-efe1-4842-8308-1597d065628f,09:38.9,2,19,2.1 VISIT_FEEDBACK,SRL,0,S
261,Visit Revise the work page,PHASE #3 ACT,09:42.1,1209d174-efe1-4842-8308-1597d065628f,09:46.3,4,19,3.1 VISIT_REVISION,SRL,0,S
262,Visit Check the feedback page,PHASE #2 DISCUSS,09:49.6,1209d174-efe1-4842-8308-1597d065628f,09:53.7,4,19,2.1 VISIT_FEEDBACK,SRL,0,S
263,Visit Check the feedback page,PHASE #2 DISCUSS,10:06.0,1209d174-efe1-4842-8308-1597d065628f,57:29.0,553642,19,2.1 VISIT_FEEDBACK,SRL,0,S
264,Visit Guide peer page,PHASE #3 ACT,58:04.8,1209d174-efe1-4842-8308-1597d065628f,58:10.8,5,20,RWER15,Co-RL,1,P
265,Visit Check the feedback page,PHASE #2 DISCUSS,10:24.6,1209d174-efe1-4842-8308-1597d065628f,10:27.3,2,21,2.1 VISIT_FEEDBACK,SRL,0,S
266,Visit Revise the work page,PHASE #3 ACT,10:37.6,1209d174-efe1-4842-8308-1597d065628f,10:39.4,1,21,3.1 VISIT_REVISION,SRL,0,S
267,Visit Check the feedback page,PHASE #2 DISCUSS,10:43.4,1209d174-efe1-4842-8308-1597d065628f,10:45.2,1,21,2.1 VISIT_FEEDBACK,SRL,0,S
268,Visit Provide feedback page,PHASE #2 DISCUSS,11:10.6,1209d174-efe1-4842-8308-1597d065628f,11:13.3,2,21,RWER8,Co-RL,0,P
269,Visit Guide peer page,PHASE #3 ACT,55:14.0,1209d174-efe1-4842-8308-1597d065628f,55:56.7,42,22,RWER15,Co-RL,1,P
270,Visit Provide feedback page,PHASE #2 DISCUSS,56:09.8,1209d174-efe1-4842-8308-1597d065628f,56:13.3,3,22,RWER8,Co-RL,0,P
271,Visit Assess peer work page,PHASE #1 ALIGN,52:18.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,52:49.3,31,25,RWER1,SSRL,0,P
272,Visit Assess peer work page,PHASE #1 ALIGN,58:27.9,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,58:55.7,27,25,RWER1,SSRL,0,P
273,Visit Assess peer work page,PHASE #1 ALIGN,58:55.7,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,59:36.8,41,25,RWER1,SSRL,0,P
274,Visit Assess peer work page,PHASE #1 ALIGN,59:36.8,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,18:22.4,4725,25,RWER1,SSRL,0,P
275,Visit Assess peer work page,PHASE #1 ALIGN,18:41.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,55:30.7,2209,26,RWER1,SSRL,0,P
276,Visit Assess peer work page,PHASE #1 ALIGN,55:51.2,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,37:45.3,2514,27,RWER1,SSRL,0,P
277,Make peer assessment,PHASE #1 ALIGN,37:45.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,38:03.5,18,28,RWER2,SSRL,0,P
278,Make peer assessment,PHASE #1 ALIGN,38:03.5,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,38:14.8,11,28,RWER2,SSRL,0,P
279,Make peer assessment,PHASE #1 ALIGN,38:14.8,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,38:28.3,13,28,RWER2,SSRL,0,P
280,Make peer assessment,PHASE #1 ALIGN,38:28.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,38:44.1,15,28,RWER2,SSRL,0,P
281,Make peer assessment,PHASE #1 ALIGN,38:44.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,41:52.0,187,28,RWER2,SSRL,0,P
282,Compare scores for peers' work,PHASE #1 ALIGN,41:52.0,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,44:01.5,129,28,RWER3,SSRL,1,P
283,Create quick note,PHASE #1 ALIGN,47:00.2,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,47:17.9,17,28,RWER6,SSRL,0,P
284,Create quick note,PHASE #1 ALIGN,48:25.5,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,48:36.6,11,28,RWER6,SSRL,0,P
285,Create quick note,PHASE #1 ALIGN,48:48.5,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,49:08.0,19,28,RWER6,SSRL,0,P
286,Create quick note,PHASE #1 ALIGN,49:18.8,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,49:32.6,13,28,RWER6,SSRL,0,P
287,Visit Provide feedback page,PHASE #2 DISCUSS,49:36.8,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,50:05.1,28,28,RWER8,Co-RL,0,P
288,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,50:05.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,54:10.5,245,28,RWER10,SSRL,1,P
289,Post feedback,PHASE #2 DISCUSS,54:10.5,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,56:09.4,118,28,RWER9,Co-RL,0,P
290,Post feedback,PHASE #2 DISCUSS,56:09.4,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,56:19.1,9,28,RWER9,Co-RL,0,P
291,Update note status,PHASE #2 DISCUSS,56:19.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,03:13.9,414,28,RWER11,SSRL,0,P
292,Post feedback,PHASE #2 DISCUSS,03:13.9,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,03:45.3,31,28,RWER9,Co-RL,0,P
293,Update note status,PHASE #2 DISCUSS,03:45.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,12:43.3,537,28,RWER11,SSRL,0,P
294,Post feedback,PHASE #2 DISCUSS,12:43.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,13:09.5,26,28,RWER9,Co-RL,0,P
295,Update note status,PHASE #2 DISCUSS,13:09.5,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,15:33.0,143,28,RWER11,SSRL,0,P
296,Post feedback,PHASE #2 DISCUSS,15:33.0,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,15:46.1,13,28,RWER9,Co-RL,0,P
297,Update note status,PHASE #2 DISCUSS,15:46.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,34:47.1,112740,28,RWER11,SSRL,0,P
298,Visit Provide feedback page,PHASE #2 DISCUSS,35:09.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,35:59.3,49,29,RWER8,Co-RL,0,P
299,Visit Provide feedback page,PHASE #2 DISCUSS,35:59.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,54:31.4,1112,29,RWER8,Co-RL,0,P
300,Visit Assess peer work page,PHASE #1 ALIGN,54:34.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,54:47.0,12,30,RWER1,SSRL,0,P
301,Compare scores for peers' work,PHASE #1 ALIGN,54:47.0,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,55:20.7,33,30,RWER3,SSRL,1,P
302,Compare scores for peers' work,PHASE #1 ALIGN,55:20.7,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,03:34.4,493,30,RWER3,SSRL,1,P
303,Make peer assessment,PHASE #1 ALIGN,03:34.4,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,03:43.6,9,30,RWER2,SSRL,0,P
304,Compare scores for peers' work,PHASE #1 ALIGN,03:43.6,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,20:28.9,1005,30,RWER3,SSRL,1,P
305,Make peer assessment,PHASE #1 ALIGN,20:28.9,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,20:57.9,29,31,RWER2,SSRL,0,P
306,Compare scores for peers' work,PHASE #1 ALIGN,20:57.9,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,26:00.4,302,31,RWER3,SSRL,1,P
307,Make peer assessment,PHASE #1 ALIGN,26:00.4,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,26:16.1,15,31,RWER2,SSRL,0,P
308,Compare scores for peers' work,PHASE #1 ALIGN,26:16.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,29:51.2,215,31,RWER3,SSRL,1,P
309,Visit Provide feedback page,PHASE #2 DISCUSS,29:53.7,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,30:17.6,23,31,RWER8,Co-RL,0,P
310,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,30:17.6,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,45:32.3,914,31,RWER10,SSRL,1,P
311,Post feedback,PHASE #2 DISCUSS,45:32.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,49:42.3,249,32,RWER9,Co-RL,0,P
312,Post feedback,PHASE #2 DISCUSS,49:42.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,04:44.0,65701,32,RWER9,Co-RL,0,P
313,Visit Assess own work page,PHASE #1 ALIGN,06:04.0,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,06:20.7,16,33,1.1 VISIT_SELF_ASSESS,SSRL,0,S
314,Visit Check the feedback page,PHASE #2 DISCUSS,44:24.9,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,45:06.8,41,34,2.1 VISIT_FEEDBACK,SRL,0,S
315,Visit Check the feedback page,PHASE #2 DISCUSS,52:17.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,01:01.6,524,34,2.1 VISIT_FEEDBACK,SRL,0,S
316,Visit Check the feedback page,PHASE #2 DISCUSS,01:12.7,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,14:42.1,809,34,2.1 VISIT_FEEDBACK,SRL,0,S
317,Visit Check the feedback page,PHASE #2 DISCUSS,15:03.6,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,15:30.0,26,34,2.1 VISIT_FEEDBACK,SRL,0,S
318,Visit Assess own work page,PHASE #1 ALIGN,15:33.7,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,15:52.9,19,34,1.1 VISIT_SELF_ASSESS,SSRL,0,S
319,Visit Assess own work page,PHASE #1 ALIGN,40:00.0,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,40:33.7,33,35,1.1 VISIT_SELF_ASSESS,SSRL,0,S
320,Visit Assess own work page,PHASE #1 ALIGN,40:33.7,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,41:16.9,43,35,1.1 VISIT_SELF_ASSESS,SSRL,0,S
321,Make self-assessment,PHASE #1 ALIGN,41:16.9,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,44:49.2,212,35,1.2 MAKE_SELF_ASSESS,SSRL,0,S
322,Make self-assessment,PHASE #1 ALIGN,44:49.2,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,45:18.0,28,35,1.2 MAKE_SELF_ASSESS,SSRL,0,S
323,Make self-assessment,PHASE #1 ALIGN,45:18.0,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,46:09.4,51,35,1.2 MAKE_SELF_ASSESS,SSRL,0,S
324,Make self-assessment,PHASE #1 ALIGN,46:09.4,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,46:45.1,35,35,1.2 MAKE_SELF_ASSESS,SSRL,0,S
325,Make self-assessment,PHASE #1 ALIGN,46:45.1,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,47:00.7,15,35,1.2 MAKE_SELF_ASSESS,SSRL,0,S
326,Make self-assessment,PHASE #1 ALIGN,47:00.7,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,47:05.2,4,35,1.2 MAKE_SELF_ASSESS,SSRL,0,S
327,Compare scores for own work,PHASE #1 ALIGN,47:05.2,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,47:14.2,8,35,1.3 COMPARE_SCORES,SSRL,1,S
328,Compare scores for own work,PHASE #1 ALIGN,47:14.2,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,47:29.6,15,35,1.3 COMPARE_SCORES,SSRL,1,S
329,Compare scores for own work,PHASE #1 ALIGN,47:29.6,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,47:42.6,12,35,1.3 COMPARE_SCORES,SSRL,1,S
330,Compare scores for own work,PHASE #1 ALIGN,47:42.6,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,47:53.8,11,35,1.3 COMPARE_SCORES,SSRL,1,S
331,Compare scores for own work,PHASE #1 ALIGN,47:53.8,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,53:44.6,11150,35,1.3 COMPARE_SCORES,SSRL,1,S
332,Visit Assess own work page,PHASE #1 ALIGN,55:59.3,1c147cc6-2bc7-4b2d-8cc1-f6a8a307ee74,26:09.6,1810,36,1.1 VISIT_SELF_ASSESS,SSRL,0,S
